	wordpos_mod	word_mod	sentid	punctuation	model	prob	surp	wordpos	pairid	condition	comparison	sentence	ROI
57	5	command	8	False	google-bert/bert-base-cased	7.477491453755647e-05	13.707085609436035	5	4	order_meaning1_syn1	unexpected	She refused to obey the command	5
58	0	The	9	False	google-bert/bert-base-cased	0.6228668689727783	0.6830042004585266	0	5	order_meaning1_syn1	expected	The manager gave an order to stop production.	4
59	1	manager	9	False	google-bert/bert-base-cased	0.0015541856409981	9.329625129699709	1	5	order_meaning1_syn1	expected	The manager gave an order to stop production.	4
60	2	gave	9	False	google-bert/bert-base-cased	0.0848317742347717	3.559251546859741	2	5	order_meaning1_syn1	expected	The manager gave an order to stop production.	4
61	3	an	9	False	google-bert/bert-base-cased	0.2702967822551727	1.8873836994171145	3	5	order_meaning1_syn1	expected	The manager gave an order to stop production.	4
62	4	order	9	False	google-bert/bert-base-cased	0.9052048921585084	0.1436837166547775	4	5	order_meaning1_syn1	expected	The manager gave an order to stop production.	4
63	5	to	9	False	google-bert/bert-base-cased	0.9985764026641846	0.0020552757196128	5	5	order_meaning1_syn1	expected	The manager gave an order to stop production.	4
64	6	stop	9	False	google-bert/bert-base-cased	0.2059880346059799	2.279367685317993	6	5	order_meaning1_syn1	expected	The manager gave an order to stop production.	4
65	7	production.	9	False	google-bert/bert-base-cased	0.47697492502629757	4.846981801092625	7	5	order_meaning1_syn1	expected	The manager gave an order to stop production.	4
66	0	The	10	False	google-bert/bert-base-cased	0.7148234248161316	0.4843412041664123	0	5	order_meaning1_syn1	unexpected	The manager gave an command to stop production.	4
67	1	manager	10	False	google-bert/bert-base-cased	0.0038758844602853	8.011259078979492	1	5	order_meaning1_syn1	unexpected	The manager gave an command to stop production.	4
68	2	gave	10	False	google-bert/bert-base-cased	0.0850947052240371	3.5547866821289062	2	5	order_meaning1_syn1	unexpected	The manager gave an command to stop production.	4
69	3	an	10	False	google-bert/bert-base-cased	0.0006193320732563	10.656999588012695	3	5	order_meaning1_syn1	unexpected	The manager gave an command to stop production.	4
70	4	command	10	False	google-bert/bert-base-cased	3.811473652604036e-05	14.679291725158691	4	5	order_meaning1_syn1	unexpected	The manager gave an command to stop production.	4
71	5	to	10	False	google-bert/bert-base-cased	0.990884244441986	0.0132115678861737	5	5	order_meaning1_syn1	unexpected	The manager gave an command to stop production.	4
72	6	stop	10	False	google-bert/bert-base-cased	0.0851351469755172	3.5541012287139893	6	5	order_meaning1_syn1	unexpected	The manager gave an command to stop production.	4
73	7	production.	10	False	google-bert/bert-base-cased	0.4747002816875465	5.527661010622979	7	5	order_meaning1_syn1	unexpected	The manager gave an command to stop production.	4
74	0	The	11	False	google-bert/bert-base-cased	0.9309173226356506	0.1032750010490417	0	6	order_meaning1_syn2	expected	The captain gave an order to fire the engines.	4
75	1	captain	11	False	google-bert/bert-base-cased	0.1429813653230667	2.806100845336914	1	6	order_meaning1_syn2	expected	The captain gave an order to fire the engines.	4
76	2	gave	11	False	google-bert/bert-base-cased	0.4428698122501373	1.175045371055603	2	6	order_meaning1_syn2	expected	The captain gave an order to fire the engines.	4
77	3	an	11	False	google-bert/bert-base-cased	0.0769896507263183	3.6991915702819824	3	6	order_meaning1_syn2	expected	The captain gave an order to fire the engines.	4
78	4	order	11	False	google-bert/bert-base-cased	0.9795783162117004	0.0297672785818576	4	6	order_meaning1_syn2	expected	The captain gave an order to fire the engines.	4
79	5	to	11	False	google-bert/bert-base-cased	0.9978675842285156	0.0030796714127063	5	6	order_meaning1_syn2	expected	The captain gave an order to fire the engines.	4
80	6	fire	11	False	google-bert/bert-base-cased	0.0273065194487571	5.194610595703125	6	6	order_meaning1_syn2	expected	The captain gave an order to fire the engines.	4
81	7	the	11	False	google-bert/bert-base-cased	0.6684563159942627	0.5810948014259338	7	6	order_meaning1_syn2	expected	The captain gave an order to fire the engines.	4
82	8	engines.	11	False	google-bert/bert-base-cased	0.4866343047469853	3.467427095398307	8	6	order_meaning1_syn2	expected	The captain gave an order to fire the engines.	4
83	0	The	12	False	google-bert/bert-base-cased	0.9081611037254332	0.1389798074960708	0	6	order_meaning1_syn2	unexpected	The captain gave an instruction to fire the engines.	4
84	1	captain	12	False	google-bert/bert-base-cased	0.1554929316043853	2.6850790977478027	1	6	order_meaning1_syn2	unexpected	The captain gave an instruction to fire the engines.	4
85	2	gave	12	False	google-bert/bert-base-cased	0.398897260427475	1.3259109258651731	2	6	order_meaning1_syn2	unexpected	The captain gave an instruction to fire the engines.	4
86	3	an	12	False	google-bert/bert-base-cased	0.1154343485832214	3.114855527877808	3	6	order_meaning1_syn2	unexpected	The captain gave an instruction to fire the engines.	4
87	4	instruction	12	False	google-bert/bert-base-cased	0.0029399620834738	8.40998649597168	4	6	order_meaning1_syn2	unexpected	The captain gave an instruction to fire the engines.	4
88	5	to	12	False	google-bert/bert-base-cased	0.9927697777748108	0.0104688610881567	5	6	order_meaning1_syn2	unexpected	The captain gave an instruction to fire the engines.	4
89	6	fire	12	False	google-bert/bert-base-cased	0.0550558902323246	4.182959079742432	6	6	order_meaning1_syn2	unexpected	The captain gave an instruction to fire the engines.	4
90	7	the	12	False	google-bert/bert-base-cased	0.6082330346107483	0.7173039317131042	7	6	order_meaning1_syn2	unexpected	The captain gave an instruction to fire the engines.	4
91	8	engines.	12	False	google-bert/bert-base-cased	0.47900369646959	3.778247684240341	8	6	order_meaning1_syn2	unexpected	The captain gave an instruction to fire the engines.	4
92	0	He	13	False	google-bert/bert-base-cased	0.2747034728527069	1.8640528917312624	0	7	order_meaning1_syn2	expected	He followed the order without hesitation.	3
93	1	followed	13	False	google-bert/bert-base-cased	0.0152454739436507	6.035475254058838	1	7	order_meaning1_syn2	expected	He followed the order without hesitation.	3
94	2	the	13	False	google-bert/bert-base-cased	0.4037773013114929	1.30836820602417	2	7	order_meaning1_syn2	expected	He followed the order without hesitation.	3
95	3	order	13	False	google-bert/bert-base-cased	0.0088685108348727	6.817092418670654	3	7	order_meaning1_syn2	expected	He followed the order without hesitation.	3
96	4	without	13	False	google-bert/bert-base-cased	0.9889506697654724	0.0160295199602842	4	7	order_meaning1_syn2	expected	He followed the order without hesitation.	3
97	5	hesitation.	13	False	google-bert/bert-base-cased	0.6975908130407333	0.6609820798039436	5	7	order_meaning1_syn2	expected	He followed the order without hesitation.	3
98	0	He	14	False	google-bert/bert-base-cased	0.2513505518436432	1.9922271966934204	0	7	order_meaning1_syn2	unexpected	He followed the instruction without hesitation.	3
99	1	followed	14	False	google-bert/bert-base-cased	0.2054479420185089	2.2831552028656006	1	7	order_meaning1_syn2	unexpected	He followed the instruction without hesitation.	3
100	2	the	14	False	google-bert/bert-base-cased	0.4583266675472259	1.12555193901062	2	7	order_meaning1_syn2	unexpected	He followed the instruction without hesitation.	3
101	3	instruction	14	False	google-bert/bert-base-cased	0.0003430058131925	11.509479522705078	3	7	order_meaning1_syn2	unexpected	He followed the instruction without hesitation.	3
102	4	without	14	False	google-bert/bert-base-cased	0.9785155057907104	0.0313333757221698	4	7	order_meaning1_syn2	unexpected	He followed the instruction without hesitation.	3
103	5	hesitation.	14	False	google-bert/bert-base-cased	0.6529708951711655	0.8327963473275303	5	7	order_meaning1_syn2	unexpected	He followed the instruction without hesitation.	3
104	0	The	15	False	google-bert/bert-base-cased	0.9049994349479676	0.1440112143754959	0	8	order_meaning1_syn2	expected	The general issued an order to move forward.	4
105	1	general	15	False	google-bert/bert-base-cased	0.0077317091636359	7.014997005462647	1	8	order_meaning1_syn2	expected	The general issued an order to move forward.	4
106	2	issued	15	False	google-bert/bert-base-cased	0.3223790824413299	1.6331700086593628	2	8	order_meaning1_syn2	expected	The general issued an order to move forward.	4
107	3	an	15	False	google-bert/bert-base-cased	0.7053899168968201	0.5035071969032288	3	8	order_meaning1_syn2	expected	The general issued an order to move forward.	4
108	4	order	15	False	google-bert/bert-base-cased	0.9871593713760376	0.01864505559206	4	8	order_meaning1_syn2	expected	The general issued an order to move forward.	4
109	5	to	15	False	google-bert/bert-base-cased	0.9984405636787416	0.0022515587043017	5	8	order_meaning1_syn2	expected	The general issued an order to move forward.	4
110	6	move	15	False	google-bert/bert-base-cased	0.6572554707527161	0.6054738759994507	6	8	order_meaning1_syn2	expected	The general issued an order to move forward.	4
111	7	forward.	15	False	google-bert/bert-base-cased	0.5943993777036667	1.054412879049778	7	8	order_meaning1_syn2	expected	The general issued an order to move forward.	4
112	0	The	16	False	google-bert/bert-base-cased	0.8899680376052856	0.168174609541893	0	8	order_meaning1_syn2	unexpected	The general issued an instruction to move forward.	4
113	1	general	16	False	google-bert/bert-base-cased	0.0030142671894282	8.373976707458496	1	8	order_meaning1_syn2	unexpected	The general issued an instruction to move forward.	4
114	2	issued	16	False	google-bert/bert-base-cased	0.1044716909527778	3.2588160037994385	2	8	order_meaning1_syn2	unexpected	The general issued an instruction to move forward.	4
115	3	an	16	False	google-bert/bert-base-cased	0.6366425156593323	0.6514446139335632	3	8	order_meaning1_syn2	unexpected	The general issued an instruction to move forward.	4
116	4	instruction	16	False	google-bert/bert-base-cased	0.0012925210176035	9.595596313476562	4	8	order_meaning1_syn2	unexpected	The general issued an instruction to move forward.	4
117	5	to	16	False	google-bert/bert-base-cased	0.9936698079109192	0.0091616017743945	5	8	order_meaning1_syn2	unexpected	The general issued an instruction to move forward.	4
118	6	move	16	False	google-bert/bert-base-cased	0.5896120071411133	0.7621622085571289	6	8	order_meaning1_syn2	unexpected	The general issued an instruction to move forward.	4
119	7	forward.	16	False	google-bert/bert-base-cased	0.5998961925506592	0.9934431500732899	7	8	order_meaning1_syn2	unexpected	The general issued an instruction to move forward.	4
120	0	She	17	False	google-bert/bert-base-cased	0.1827875822782516	2.451760053634644	0	9	order_meaning1_syn2	expected	She refused to obey the order.	5
121	1	refused	17	False	google-bert/bert-base-cased	0.0752793252468109	3.731602430343628	1	9	order_meaning1_syn2	expected	She refused to obey the order.	5
122	2	to	17	False	google-bert/bert-base-cased	0.9997521042823792	0.000357679586159	2	9	order_meaning1_syn2	expected	She refused to obey the order.	5
123	3	obey	17	False	google-bert/bert-base-cased	0.3374442756175995	1.5672787427902222	3	9	order_meaning1_syn2	expected	She refused to obey the order.	5
124	4	the	17	False	google-bert/bert-base-cased	0.3534828722476959	1.5002877712249756	4	9	order_meaning1_syn2	expected	She refused to obey the order.	5
125	5	order.	17	False	google-bert/bert-base-cased	0.5430116765201092	1.6473920065909624	5	9	order_meaning1_syn2	expected	She refused to obey the order.	5
126	0	She	18	False	google-bert/bert-base-cased	0.1162751838564872	3.1043848991394043	0	9	order_meaning1_syn2	unexpected	She refused to obey the instruction	5
127	1	refused	18	False	google-bert/bert-base-cased	0.0852416157722473	3.5522983074188232	1	9	order_meaning1_syn2	unexpected	She refused to obey the instruction	5
128	2	to	18	False	google-bert/bert-base-cased	0.999426007270813	0.0008283745264634	2	9	order_meaning1_syn2	unexpected	She refused to obey the instruction	5
129	3	obey	18	False	google-bert/bert-base-cased	0.0363006070256233	4.783862590789795	3	9	order_meaning1_syn2	unexpected	She refused to obey the instruction	5
130	4	the	18	False	google-bert/bert-base-cased	0.3677559792995453	1.4431793689727783	4	9	order_meaning1_syn2	unexpected	She refused to obey the instruction	5
131	5	instruction	18	False	google-bert/bert-base-cased	2.8103238946641795e-05	15.118904113769531	5	9	order_meaning1_syn2	unexpected	She refused to obey the instruction	5
132	0	The	19	False	google-bert/bert-base-cased	0.6228668689727783	0.6830042004585266	0	10	order_meaning1_syn2	expected	The manager gave an order to stop production.	4
133	1	manager	19	False	google-bert/bert-base-cased	0.0015541856409981	9.329625129699709	1	10	order_meaning1_syn2	expected	The manager gave an order to stop production.	4
134	2	gave	19	False	google-bert/bert-base-cased	0.0848317742347717	3.559251546859741	2	10	order_meaning1_syn2	expected	The manager gave an order to stop production.	4
135	3	an	19	False	google-bert/bert-base-cased	0.2702967822551727	1.8873836994171145	3	10	order_meaning1_syn2	expected	The manager gave an order to stop production.	4
136	4	order	19	False	google-bert/bert-base-cased	0.9052048921585084	0.1436837166547775	4	10	order_meaning1_syn2	expected	The manager gave an order to stop production.	4
137	5	to	19	False	google-bert/bert-base-cased	0.9985764026641846	0.0020552757196128	5	10	order_meaning1_syn2	expected	The manager gave an order to stop production.	4
138	6	stop	19	False	google-bert/bert-base-cased	0.2059880346059799	2.279367685317993	6	10	order_meaning1_syn2	expected	The manager gave an order to stop production.	4
139	7	production.	19	False	google-bert/bert-base-cased	0.47697492502629757	4.846981801092625	7	10	order_meaning1_syn2	expected	The manager gave an order to stop production.	4
140	0	The	20	False	google-bert/bert-base-cased	0.6355370283126831	0.6539519429206848	0	10	order_meaning1_syn2	unexpected	The manager gave an instruction to stop production.	4
141	1	manager	20	False	google-bert/bert-base-cased	0.0038903900422155	8.00586986541748	1	10	order_meaning1_syn2	unexpected	The manager gave an instruction to stop production.	4
142	2	gave	20	False	google-bert/bert-base-cased	0.0795020535588264	3.6528639793396	2	10	order_meaning1_syn2	unexpected	The manager gave an instruction to stop production.	4
143	3	an	20	False	google-bert/bert-base-cased	0.1717846691608429	2.5413267612457275	3	10	order_meaning1_syn2	unexpected	The manager gave an instruction to stop production.	4
144	4	instruction	20	False	google-bert/bert-base-cased	0.0064094299450516	7.285588264465332	4	10	order_meaning1_syn2	unexpected	The manager gave an instruction to stop production.	4
145	5	to	20	False	google-bert/bert-base-cased	0.9830569624900818	0.0246530659496784	5	10	order_meaning1_syn2	unexpected	The manager gave an instruction to stop production.	4
146	6	stop	20	False	google-bert/bert-base-cased	0.0479156598448753	4.383358955383301	6	10	order_meaning1_syn2	unexpected	The manager gave an instruction to stop production.	4
147	7	production.	20	False	google-bert/bert-base-cased	0.4778710838872939	4.051762357354164	7	10	order_meaning1_syn2	unexpected	The manager gave an instruction to stop production.	4
148	0	The	21	False	google-bert/bert-base-cased	0.6603578329086304	0.5986801385879517	0	11	order_meaning2_syn1	expected	The files were organized in alphabetical order.	6
149	1	files	21	False	google-bert/bert-base-cased	0.0003598343464545	11.44037914276123	1	11	order_meaning2_syn1	expected	The files were organized in alphabetical order.	6
150	2	were	21	False	google-bert/bert-base-cased	0.0561870038509368	4.153619766235352	2	11	order_meaning2_syn1	expected	The files were organized in alphabetical order.	6
151	3	organized	21	False	google-bert/bert-base-cased	0.0239646900445222	5.382946014404297	3	11	order_meaning2_syn1	expected	The files were organized in alphabetical order.	6
152	4	in	21	False	google-bert/bert-base-cased	0.979300856590271	0.0301759298890829	4	11	order_meaning2_syn1	expected	The files were organized in alphabetical order.	6
153	5	alphabetical	21	False	google-bert/bert-base-cased	0.4851296663910033	6.61801915615797	5	11	order_meaning2_syn1	expected	The files were organized in alphabetical order.	6
154	6	order.	21	False	google-bert/bert-base-cased	0.968007653951645	0.04703969974070785	6	11	order_meaning2_syn1	expected	The files were organized in alphabetical order.	6
155	0	The	22	False	google-bert/bert-base-cased	0.5738849639892578	0.8011664748191833	0	11	order_meaning2_syn1	unexpected	The files were organized in alphabetical arrangement	6
156	1	files	22	False	google-bert/bert-base-cased	0.0006588987307623	10.567655563354492	1	11	order_meaning2_syn1	unexpected	The files were organized in alphabetical arrangement	6
157	2	were	22	False	google-bert/bert-base-cased	0.0350054092705249	4.836278438568115	2	11	order_meaning2_syn1	unexpected	The files were organized in alphabetical arrangement	6
158	3	organized	22	False	google-bert/bert-base-cased	0.0308155789971351	5.020196437835693	3	11	order_meaning2_syn1	unexpected	The files were organized in alphabetical arrangement	6
159	4	in	22	False	google-bert/bert-base-cased	0.2798093259334564	1.8374840021133425	4	11	order_meaning2_syn1	unexpected	The files were organized in alphabetical arrangement	6
160	5	alphabetical	22	False	google-bert/bert-base-cased	0.445106258855958	7.050428368151188	5	11	order_meaning2_syn1	unexpected	The files were organized in alphabetical arrangement	6
161	6	arrangement	22	False	google-bert/bert-base-cased	1.4212407961622378e-07	22.74634552001953	6	11	order_meaning2_syn1	unexpected	The files were organized in alphabetical arrangement	6
162	0	Please	23	False	google-bert/bert-base-cased	0.0306036956608295	5.030150413513184	0	12	order_meaning2_syn1	expected	Please keep the documents in the right order.	7
163	1	keep	23	False	google-bert/bert-base-cased	0.0279850699007511	5.159198760986328	1	12	order_meaning2_syn1	expected	Please keep the documents in the right order.	7
164	2	the	23	False	google-bert/bert-base-cased	0.4122803509235382	1.2783024311065674	2	12	order_meaning2_syn1	expected	Please keep the documents in the right order.	7
165	3	documents	23	False	google-bert/bert-base-cased	0.0006484045297838	10.590818405151367	3	12	order_meaning2_syn1	expected	Please keep the documents in the right order.	7
166	4	in	23	False	google-bert/bert-base-cased	0.9958242177963256	0.0060370131395757	4	12	order_meaning2_syn1	expected	Please keep the documents in the right order.	7
167	5	the	23	False	google-bert/bert-base-cased	0.9954038858413696	0.0066460720263421	5	12	order_meaning2_syn1	expected	Please keep the documents in the right order.	7
168	6	right	23	False	google-bert/bert-base-cased	0.259105384349823	1.9483890533447263	6	12	order_meaning2_syn1	expected	Please keep the documents in the right order.	7
169	7	order.	23	False	google-bert/bert-base-cased	0.5003131208941339	2.7884952072054148	7	12	order_meaning2_syn1	expected	Please keep the documents in the right order.	7
170	0	Please	24	False	google-bert/bert-base-cased	0.0575574934482574	4.118852615356445	0	12	order_meaning2_syn1	unexpected	Please keep the documents in the right arrangement	7
171	1	keep	24	False	google-bert/bert-base-cased	0.0424253940582275	4.5589280128479	1	12	order_meaning2_syn1	unexpected	Please keep the documents in the right arrangement	7
172	2	the	24	False	google-bert/bert-base-cased	0.4603485763072967	1.119201421737671	2	12	order_meaning2_syn1	unexpected	Please keep the documents in the right arrangement	7
173	3	documents	24	False	google-bert/bert-base-cased	0.0001571891916682	12.635210037231444	3	12	order_meaning2_syn1	unexpected	Please keep the documents in the right arrangement	7
174	4	in	24	False	google-bert/bert-base-cased	0.8537455797195435	0.2281218469142913	4	12	order_meaning2_syn1	unexpected	Please keep the documents in the right arrangement	7
175	5	the	24	False	google-bert/bert-base-cased	0.9710969924926758	0.0423126481473445	5	12	order_meaning2_syn1	unexpected	Please keep the documents in the right arrangement	7
176	6	right	24	False	google-bert/bert-base-cased	0.0406443402171134	4.6208014488220215	6	12	order_meaning2_syn1	unexpected	Please keep the documents in the right arrangement	7
177	7	arrangement	24	False	google-bert/bert-base-cased	3.894287203820568e-07	21.292137145996094	7	12	order_meaning2_syn1	unexpected	Please keep the documents in the right arrangement	7
178	0	The	25	False	google-bert/bert-base-cased	0.7322163581848145	0.4496580958366394	0	13	order_meaning2_syn1	expected	The books were lined up in a neat order.	8
179	1	books	25	False	google-bert/bert-base-cased	0.0242236442863941	5.367440223693848	1	13	order_meaning2_syn1	expected	The books were lined up in a neat order.	8
180	2	were	25	False	google-bert/bert-base-cased	0.8984811305999756	0.1544398814439773	2	13	order_meaning2_syn1	expected	The books were lined up in a neat order.	8
181	3	lined	25	False	google-bert/bert-base-cased	0.7890487313270569	0.3418137431144714	3	13	order_meaning2_syn1	expected	The books were lined up in a neat order.	8
182	4	up	25	False	google-bert/bert-base-cased	0.9606949687004088	0.0578496381640434	4	13	order_meaning2_syn1	expected	The books were lined up in a neat order.	8
183	5	in	25	False	google-bert/bert-base-cased	0.9883226752281188	0.0169459730386734	5	13	order_meaning2_syn1	expected	The books were lined up in a neat order.	8
