Unnamed: 0	wordpos_mod	word_mod	sentid	punctuation	model	prob	surp	wordpos	pairid	condition	comparison	sentence	ROI	freqs	log_freq	expected_surp_loess	adjusted_surp	adjusted_prob
12	2	 was	2	False	distilbert/distilgpt2	0.0031788705382496	8.297269821166992	2	1	hard_meaning1_syn1	unexpected	The rock was too solid to break with a hammer.	4	680189	13.430127449888799	3.8088728971062973	4.4883969240606945	0.011238645779110656
13	3	 too	2	False	distilbert/distilgpt2	0.002154474845156	8.858448028564453	3	1	hard_meaning1_syn1	unexpected	The rock was too solid to break with a hammer.	4	82076	11.315413110029038	6.521432155124416	2.337015873440037	0.09661552142049834
14	4	 solid	2	False	distilbert/distilgpt2	0.0013203372946009	9.5648775100708	4	1	hard_meaning1_syn1	unexpected	The rock was too solid to break with a hammer.	4	7280	8.893023494394711	7.400724600336198	2.164152909734603	0.11484717933155003
15	5	 to	2	False	distilbert/distilgpt2	0.3777568936347961	1.4044699668884275	5	1	hard_meaning1_syn1	unexpected	The rock was too solid to break with a hammer.	4	3042375	14.928149347056001	2.4423291055092387	-1.0378591386208111	2.8231665318452768
16	6	 break	2	False	distilbert/distilgpt2	0.0108717940747737	6.523266315460205	6	1	hard_meaning1_syn1	unexpected	The rock was too solid to break with a hammer.	4	13589	9.51708950714519	7.4714721995981215	-0.9482058841379164	2.581074755621699
17	7	 with	2	False	distilbert/distilgpt2	0.0062300432473421	7.326541900634766	7	1	hard_meaning1_syn1	unexpected	The rock was too solid to break with a hammer.	4	881608	13.689503926040112	3.9072819175830875	3.419259983051678	0.032736651654580395
18	8	 a	2	False	distilbert/distilgpt2	0.0365163683891296	4.775312900543213	8	1	hard_meaning1_syn1	unexpected	The rock was too solid to break with a hammer.	4	2959949	14.900682934265681	2.4850815175765972	2.2902313829666157	0.10124303323011774
19	9	 hammer.	2	False	distilbert/distilgpt2	0.1372734396718442	4.976163446903229	9	1	hard_meaning1_syn1	unexpected	The rock was too solid to break with a hammer.	4	1700	7.438971592395862	8.966347629691167	-3.9901841827879387	54.06484626046763
20	0	The	3	False	distilbert/distilgpt2	1.0	0.0	0	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	6500900	15.687451340644257	1.2647238956703484	-1.2647238956703484	3.542114607903115
21	1	 ground	3	False	distilbert/distilgpt2	6.139195534160535e-07	20.63544654846192	1	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	25140	10.132255258600559	7.540488756777596	13.094957791684326	2.055569145971586e-06
22	2	 was	3	False	distilbert/distilgpt2	0.0116095868870615	6.428539276123047	2	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	680189	13.430127449888799	3.8088728971062973	2.6196663790167496	0.07282715544215321
23	3	 hard	3	False	distilbert/distilgpt2	0.0027966538909822	8.48208236694336	3	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	37982	10.544893970188363	7.488719289371149	0.9933630775722104	0.37032914875266515
24	4	 after	3	False	distilbert/distilgpt2	0.0018964081536978	9.04251480102539	4	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	152950	11.937872887642017	5.164971353829031	3.8775434471963592	0.020701617385532774
25	5	 the	3	False	distilbert/distilgpt2	0.3610083162784576	1.4698959589004517	5	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	6500900	15.687451340644257	1.2647238956703484	0.20517206323010329	0.8145071576211907
26	6	 long	3	False	distilbert/distilgpt2	0.0004982539685443	10.970830917358398	6	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	73317	11.202561423894746	6.885072001096026	4.085758916262373	0.016810376805403312
27	7	 drought.	3	False	distilbert/distilgpt2	0.104579433100298	5.1526172161102295	7	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	1452	7.2813856635702825	9.031693552097655	-3.879076335987426	48.37950801687379
28	0	The	4	False	distilbert/distilgpt2	1.0	0.0	0	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	6500900	15.687451340644257	1.2647238956703484	-1.2647238956703484	3.542114607903115
29	1	 ground	4	False	distilbert/distilgpt2	6.139195534160535e-07	20.63544654846192	1	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	25140	10.132255258600559	7.540488756777596	13.094957791684326	2.055569145971586e-06
30	2	 was	4	False	distilbert/distilgpt2	0.0116095868870615	6.428539276123047	2	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	680189	13.430127449888799	3.8088728971062973	2.6196663790167496	0.07282715544215321
31	3	 solid	4	False	distilbert/distilgpt2	0.002938323887065	8.41079044342041	3	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	7280	8.893023494394711	7.400724600336198	1.0100658430842122	0.3641949990600638
32	4	 after	4	False	distilbert/distilgpt2	0.0058636176399886	7.4139933586120605	4	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	152950	11.937872887642017	5.164971353829031	2.249022004783029	0.10550235492163744
33	5	 the	4	False	distilbert/distilgpt2	0.3194293081760406	1.64643132686615	5	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	6500900	15.687451340644257	1.2647238956703484	0.3817074311958015	0.6826947591794222
34	6	 long	4	False	distilbert/distilgpt2	0.0007866519736126	10.311986923217772	6	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	73317	11.202561423894746	6.885072001096026	3.426914922121746	0.03248701129073013
35	7	 drought.	4	False	distilbert/distilgpt2	0.1041549278888851	5.986916780471802	7	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	1452	7.2813856635702825	9.031693552097655	-3.0447767716258536	21.005341691208834
36	0	The	5	False	distilbert/distilgpt2	1.0	0.0	0	3	hard_meaning1_syn1	expected	The frozen soil felt hard underfoot.	4	6500900	15.687451340644257	1.2647238956703484	-1.2647238956703484	3.542114607903115
37	1	 frozen	5	False	distilbert/distilgpt2	7.18560713153238e-08	23.730314254760746	1	3	hard_meaning1_syn1	expected	The frozen soil felt hard underfoot.	4	5523	8.616857514529183	7.841017482263485	15.88929677249726	1.2570891858719368e-07
38	2	 soil	5	False	distilbert/distilgpt2	0.0018829883774742	9.052760124206545	2	3	hard_meaning1_syn1	expected	The frozen soil felt hard underfoot.	4	10223	9.232493176617316	7.292446548997654	1.7603135752088903	0.17199092327658977
39	3	 felt	5	False	distilbert/distilgpt2	0.0001011185595416	13.2716646194458	3	3	hard_meaning1_syn1	expected	The frozen soil felt hard underfoot.	4	21860	9.992459506338392	7.666173652560427	5.605490966885374	0.0036776145139965567
40	4	 hard	5	False	distilbert/distilgpt2	0.0023888438008725	8.709471702575684	4	3	hard_meaning1_syn1	expected	The frozen soil felt hard underfoot.	4	37982	10.544893970188363	7.488719289371149	1.2207524132045346	0.2950081153957703
41	5	 underfoot.	5	False	distilbert/distilgpt2	0.0665268246084451	5.846675475438436	5	3	hard_meaning1_syn1	expected	The frozen soil felt hard underfoot.	4	406	6.008813185442595	9.564180802184486	-3.7175053267460507	41.16158122388489
42	0	The	6	False	distilbert/distilgpt2	1.0	0.0	0	3	hard_meaning1_syn1	unexpected	The frozen soil felt solid underfoot.	4	6500900	15.687451340644257	1.2647238956703484	-1.2647238956703484	3.542114607903115
43	1	 frozen	6	False	distilbert/distilgpt2	7.18560713153238e-08	23.730314254760746	1	3	hard_meaning1_syn1	unexpected	The frozen soil felt solid underfoot.	4	5523	8.616857514529183	7.841017482263485	15.88929677249726	1.2570891858719368e-07
44	2	 soil	6	False	distilbert/distilgpt2	0.0018829883774742	9.052760124206545	2	3	hard_meaning1_syn1	unexpected	The frozen soil felt solid underfoot.	4	10223	9.232493176617316	7.292446548997654	1.7603135752088903	0.17199092327658977
45	3	 felt	6	False	distilbert/distilgpt2	0.0001011185595416	13.2716646194458	3	3	hard_meaning1_syn1	unexpected	The frozen soil felt solid underfoot.	4	21860	9.992459506338392	7.666173652560427	5.605490966885374	0.0036776145139965567
46	4	 solid	6	False	distilbert/distilgpt2	0.0016494854353368	9.243767738342283	4	3	hard_meaning1_syn1	unexpected	The frozen soil felt solid underfoot.	4	7280	8.893023494394711	7.400724600336198	1.8430431380060854	0.158334857395509
47	5	 underfoot.	6	False	distilbert/distilgpt2	0.0678519674111157	5.843985398610433	5	3	hard_meaning1_syn1	unexpected	The frozen soil felt solid underfoot.	4	406	6.008813185442595	9.564180802184486	-3.7201954035740536	41.272458106542125
48	0	The	7	False	distilbert/distilgpt2	1.0	0.0	0	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	6500900	15.687451340644257	1.2647238956703484	-1.2647238956703484	3.542114607903115
49	1	 wood	7	False	distilbert/distilgpt2	5.460042871163751e-07	20.804584503173828	1	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	11257	9.328834266023971	7.34146482498073	13.463119678193099	1.4224644276356808e-06
50	2	 was	7	False	distilbert/distilgpt2	0.0167611800134181	5.898732662200928	2	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	680189	13.430127449888799	3.8088728971062973	2.0898597650946305	0.12370448228750347
51	3	 hard	7	False	distilbert/distilgpt2	0.0026791121345013	8.544029235839844	3	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	37982	10.544893970188363	7.488719289371149	1.0553099464686948	0.3480845230160684
52	4	 and	7	False	distilbert/distilgpt2	0.1906573921442031	2.390945672988892	4	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	3155093	14.964528847491431	2.3859478485980326	0.0049978243908594955	0.9950146439532818
53	5	 difficult	7	False	distilbert/distilgpt2	0.0035694574471563	8.13007926940918	5	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	17469	9.768240403128102	7.726952907590871	0.40312636181830896	0.6682276555268402
54	6	 to	7	False	distilbert/distilgpt2	0.6893597841262817	0.536670982837677	6	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	3042375	14.928149347056001	2.4423291055092387	-1.9056581226715616	6.723831277626668
55	7	 cut.	7	False	distilbert/distilgpt2	0.1259273663163185	3.325828194618225	7	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	31793	10.367032871720816	7.472497394358905	-4.14666919974068	63.22306579883606
56	0	The	8	False	distilbert/distilgpt2	1.0	0.0	0	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	6500900	15.687451340644257	1.2647238956703484	-1.2647238956703484	3.542114607903115
57	1	 wood	8	False	distilbert/distilgpt2	5.460042871163751e-07	20.804584503173828	1	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	11257	9.328834266023971	7.34146482498073	13.463119678193099	1.4224644276356808e-06
58	2	 was	8	False	distilbert/distilgpt2	0.0167611800134181	5.898732662200928	2	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	680189	13.430127449888799	3.8088728971062973	2.0898597650946305	0.12370448228750347
59	3	 solid	8	False	distilbert/distilgpt2	0.000532473612111	10.875001907348633	3	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	7280	8.893023494394711	7.400724600336198	3.474277307012435	0.030984217810764245
60	4	 and	8	False	distilbert/distilgpt2	0.3394698798656463	1.5586445331573486	4	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	3155093	14.964528847491431	2.3859478485980326	-0.8273033154406839	2.2871427141675555
61	5	 difficult	8	False	distilbert/distilgpt2	0.0005573350936174	10.80916690826416	5	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	17469	9.768240403128102	7.726952907590871	3.0822140006732894	0.04585761538231458
62	6	 to	8	False	distilbert/distilgpt2	0.9142714738845824	0.1293054968118667	6	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	3042375	14.928149347056001	2.4423291055092387	-2.313023608697372	10.104931870720932
63	7	 cut.	8	False	distilbert/distilgpt2	0.1499328706413507	3.2545002102851868	7	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	31793	10.367032871720816	7.472497394358905	-4.2179971840737185	67.89736210290785
64	0	Diamond	9	False	distilbert/distilgpt2	1.0	0.0	0	5	hard_meaning1_syn1	expected	Diamond is a really hard material.	4	2857	7.957877358489813	8.716848655129306	-8.716848655129306	6104.910065370813
65	1	 is	9	False	distilbert/distilgpt2	0.0023032461758702	8.762115478515625	1	5	hard_meaning1_syn1	expected	Diamond is a really hard material.	4	1093553	13.904943500595722	3.775002380975979	4.9871130975396465	0.006825340169012268
66	2	 a	9	False	distilbert/distilgpt2	0.2309365719556808	2.114431381225586	2	5	hard_meaning1_syn1	expected	Diamond is a really hard material.	4	2959949	14.900682934265681	2.4850815175765972	-0.3706501363510113	1.4486761455915118
67	3	 really	9	False	distilbert/distilgpt2	0.0008407258428633	10.216076850891112	3	5	hard_meaning1_syn1	expected	Diamond is a really hard material.	4	57384	10.957538224114769	7.241853937246851	2.974222913644261	0.0510871176854412
68	4	 hard	9	False	distilbert/distilgpt2	0.0118226008489727	6.402308464050293	4	5	hard_meaning1_syn1	expected	Diamond is a really hard material.	4	37982	10.544893970188363	7.488719289371149	-1.086410825320856	2.9636180180329643
69	5	 material.	9	False	distilbert/distilgpt2	0.0773050100833643	6.438686490058898	5	5	hard_meaning1_syn1	expected	Diamond is a really hard material.	4	11671	9.364948090202622	7.364682732360843	-0.9259962423019452	2.5243819040902595
70	0	Diamond	10	False	distilbert/distilgpt2	1.0	0.0	0	5	hard_meaning1_syn1	unexpected	Diamond is a really solid material.	4	2857	7.957877358489813	8.716848655129306	-8.716848655129306	6104.910065370813
71	1	 is	10	False	distilbert/distilgpt2	0.0023032461758702	8.762115478515625	1	5	hard_meaning1_syn1	unexpected	Diamond is a really solid material.	4	1093553	13.904943500595722	3.775002380975979	4.9871130975396465	0.006825340169012268
72	2	 a	10	False	distilbert/distilgpt2	0.2309365719556808	2.114431381225586	2	5	hard_meaning1_syn1	unexpected	Diamond is a really solid material.	4	2959949	14.900682934265681	2.4850815175765972	-0.3706501363510113	1.4486761455915118
73	3	 really	10	False	distilbert/distilgpt2	0.0008407258428633	10.216076850891112	3	5	hard_meaning1_syn1	unexpected	Diamond is a really solid material.	4	57384	10.957538224114769	7.241853937246851	2.974222913644261	0.0510871176854412
74	4	 solid	10	False	distilbert/distilgpt2	0.0059162494726479	7.401101589202881	4	5	hard_meaning1_syn1	unexpected	Diamond is a really solid material.	4	7280	8.893023494394711	7.400724600336198	0.00037698886668291465	0.9996230821846911
75	5	 material.	10	False	distilbert/distilgpt2	0.1359981760033406	5.647001326084137	5	5	hard_meaning1_syn1	unexpected	Diamond is a really solid material.	4	11671	9.364948090202622	7.364682732360843	-1.7176814062767063	5.571595210905237
76	0	The	11	False	distilbert/distilgpt2	1.0	0.0	0	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	6500900	15.687451340644257	1.2647238956703484	-1.2647238956703484	3.542114607903115
77	1	 rock	11	False	distilbert/distilgpt2	1.2828171520595788e-06	19.57225227355957	1	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	15608	9.655602949958412	7.63221609104165	11.94003618251792	6.523913170623636e-06
78	2	 was	11	False	distilbert/distilgpt2	0.0031788705382496	8.297269821166992	2	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	680189	13.430127449888799	3.8088728971062973	4.4883969240606945	0.011238645779110656
79	3	 too	11	False	distilbert/distilgpt2	0.002154474845156	8.858448028564453	3	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	82076	11.315413110029038	6.521432155124416	2.337015873440037	0.09661552142049834
80	4	 hard	11	False	distilbert/distilgpt2	0.0164795164018869	5.923182010650635	4	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	37982	10.544893970188363	7.488719289371149	-1.5655372787205142	4.785245255792724
81	5	 to	11	False	distilbert/distilgpt2	0.439361423254013	1.1865198612213137	5	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	3042375	14.928149347056001	2.4423291055092387	-1.255809244287925	3.510678221420017
82	6	 break	11	False	distilbert/distilgpt2	0.0229875091463327	5.443006038665772	6	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	13589	9.51708950714519	7.4714721995981215	-2.028466160932349	7.6024165277677005
83	7	 with	11	False	distilbert/distilgpt2	0.0134952431544661	6.211405277252197	7	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	881608	13.689503926040112	3.9072819175830875	2.3041233596691097	0.09984629158506933
84	8	 a	11	False	distilbert/distilgpt2	0.0160345658659935	5.962670803070068	8	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	2959949	14.900682934265681	2.4850815175765972	3.477589285493471	0.0308817684967339
85	9	 hammer.	11	False	distilbert/distilgpt2	0.1120388885028659	4.993915438652039	9	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	1700	7.438971592395862	8.966347629691167	-3.972432191039129	53.113556184335735
86	0	The	12	False	distilbert/distilgpt2	1.0	0.0	0	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	6500900	15.687451340644257	1.2647238956703484	-1.2647238956703484	3.542114607903115
87	1	 rock	12	False	distilbert/distilgpt2	1.2828171520595788e-06	19.57225227355957	1	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	15608	9.655602949958412	7.63221609104165	11.94003618251792	6.523913170623636e-06
88	2	 was	12	False	distilbert/distilgpt2	0.0031788705382496	8.297269821166992	2	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	680189	13.430127449888799	3.8088728971062973	4.4883969240606945	0.011238645779110656
89	3	 too	12	False	distilbert/distilgpt2	0.002154474845156	8.858448028564453	3	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	82076	11.315413110029038	6.521432155124416	2.337015873440037	0.09661552142049834
90	4	 dense	12	False	distilbert/distilgpt2	0.0039024651050567	8.001398086547852	4	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	2526	7.834788107388194	8.791165195174464	-0.7897671086266129	2.2028833339858105
91	5	 to	12	False	distilbert/distilgpt2	0.2739844918251037	1.8678339719772337	5	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	3042375	14.928149347056001	2.4423291055092387	-0.574495133532005	1.7762335397501725
92	6	 break	12	False	distilbert/distilgpt2	0.004847970791161	7.688403129577637	6	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	13589	9.51708950714519	7.4714721995981215	0.21693092997951524	0.8049855677545411
93	7	 with	12	False	distilbert/distilgpt2	0.0038128008600324	8.034933090209961	7	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	881608	13.689503926040112	3.9072819175830875	4.127651172626873	0.016120699127901948
94	8	 a	12	False	distilbert/distilgpt2	0.0380689650774002	4.715240955352783	8	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	2959949	14.900682934265681	2.4850815175765972	2.230159437776186	0.10751128740865279
95	9	 hammer.	12	False	distilbert/distilgpt2	0.1241427590139209	4.989264369010925	9	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	1700	7.438971592395862	8.966347629691167	-3.977083260680242	53.361166412876855
96	0	The	13	False	distilbert/distilgpt2	1.0	0.0	0	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	6500900	15.687451340644257	1.2647238956703484	-1.2647238956703484	3.542114607903115
97	1	 ground	13	False	distilbert/distilgpt2	6.139195534160535e-07	20.63544654846192	1	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	25140	10.132255258600559	7.540488756777596	13.094957791684326	2.055569145971586e-06
98	2	 was	13	False	distilbert/distilgpt2	0.0116095868870615	6.428539276123047	2	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	680189	13.430127449888799	3.8088728971062973	2.6196663790167496	0.07282715544215321
99	3	 hard	13	False	distilbert/distilgpt2	0.0027966538909822	8.48208236694336	3	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	37982	10.544893970188363	7.488719289371149	0.9933630775722104	0.37032914875266515
100	4	 after	13	False	distilbert/distilgpt2	0.0018964081536978	9.04251480102539	4	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	152950	11.937872887642017	5.164971353829031	3.8775434471963592	0.020701617385532774
101	5	 the	13	False	distilbert/distilgpt2	0.3610083162784576	1.4698959589004517	5	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	6500900	15.687451340644257	1.2647238956703484	0.20517206323010329	0.8145071576211907
102	6	 long	13	False	distilbert/distilgpt2	0.0004982539685443	10.970830917358398	6	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	73317	11.202561423894746	6.885072001096026	4.085758916262373	0.016810376805403312
103	7	 drought.	13	False	distilbert/distilgpt2	0.104579433100298	5.1526172161102295	7	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	1452	7.2813856635702825	9.031693552097655	-3.879076335987426	48.37950801687379
104	0	The	14	False	distilbert/distilgpt2	1.0	0.0	0	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	6500900	15.687451340644257	1.2647238956703484	-1.2647238956703484	3.542114607903115
105	1	 ground	14	False	distilbert/distilgpt2	6.139195534160535e-07	20.63544654846192	1	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	25140	10.132255258600559	7.540488756777596	13.094957791684326	2.055569145971586e-06
106	2	 was	14	False	distilbert/distilgpt2	0.0116095868870615	6.428539276123047	2	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	680189	13.430127449888799	3.8088728971062973	2.6196663790167496	0.07282715544215321
107	3	 dense	14	False	distilbert/distilgpt2	8.94078693818301e-05	13.449238777160645	3	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	2526	7.834788107388194	8.791165195174464	4.65807358198618	0.009484716342122784
108	4	 after	14	False	distilbert/distilgpt2	0.0009467077325098	10.044793128967283	4	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	152950	11.937872887642017	5.164971353829031	4.879821775138252	0.00759836812501566
109	5	 the	14	False	distilbert/distilgpt2	0.3708516657352447	1.4310858249664309	5	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	6500900	15.687451340644257	1.2647238956703484	0.1663619292960825	0.8467397188139031
110	6	 long	14	False	distilbert/distilgpt2	0.0006183114019222	10.659379005432127	6	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	73317	11.202561423894746	6.885072001096026	3.7743070043361016	0.022952991455247217
111	7	 drought.	14	False	distilbert/distilgpt2	0.090031326864846	5.359427452087402	7	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	1452	7.2813856635702825	9.031693552097655	-3.672266100010253	39.34095546412369
112	0	The	15	False	distilbert/distilgpt2	1.0	0.0	0	8	hard_meaning1_syn2	expected	The frozen soil felt hard underfoot.	4	6500900	15.687451340644257	1.2647238956703484	-1.2647238956703484	3.542114607903115
113	1	 frozen	15	False	distilbert/distilgpt2	7.18560713153238e-08	23.730314254760746	1	8	hard_meaning1_syn2	expected	The frozen soil felt hard underfoot.	4	5523	8.616857514529183	7.841017482263485	15.88929677249726	1.2570891858719368e-07
114	2	 soil	15	False	distilbert/distilgpt2	0.0018829883774742	9.052760124206545	2	8	hard_meaning1_syn2	expected	The frozen soil felt hard underfoot.	4	10223	9.232493176617316	7.292446548997654	1.7603135752088903	0.17199092327658977
115	3	 felt	15	False	distilbert/distilgpt2	0.0001011185595416	13.2716646194458	3	8	hard_meaning1_syn2	expected	The frozen soil felt hard underfoot.	4	21860	9.992459506338392	7.666173652560427	5.605490966885374	0.0036776145139965567
116	4	 hard	15	False	distilbert/distilgpt2	0.0023888438008725	8.709471702575684	4	8	hard_meaning1_syn2	expected	The frozen soil felt hard underfoot.	4	37982	10.544893970188363	7.488719289371149	1.2207524132045346	0.2950081153957703
117	5	 underfoot.	15	False	distilbert/distilgpt2	0.0665268246084451	5.846675475438436	5	8	hard_meaning1_syn2	expected	The frozen soil felt hard underfoot.	4	406	6.008813185442595	9.564180802184486	-3.7175053267460507	41.16158122388489
118	0	The	16	False	distilbert/distilgpt2	1.0	0.0	0	8	hard_meaning1_syn2	unexpected	The frozen soil felt dense underfoot.	4	6500900	15.687451340644257	1.2647238956703484	-1.2647238956703484	3.542114607903115
119	1	 frozen	16	False	distilbert/distilgpt2	7.18560713153238e-08	23.730314254760746	1	8	hard_meaning1_syn2	unexpected	The frozen soil felt dense underfoot.	4	5523	8.616857514529183	7.841017482263485	15.88929677249726	1.2570891858719368e-07
120	2	 soil	16	False	distilbert/distilgpt2	0.0018829883774742	9.052760124206545	2	8	hard_meaning1_syn2	unexpected	The frozen soil felt dense underfoot.	4	10223	9.232493176617316	7.292446548997654	1.7603135752088903	0.17199092327658977
